hotel,fue_cancelada,tiempo_anticipacion_reserva_dias,anio_llegada,mes_llegada,semana_llegada,dia_llegada,noches_fin_semana,noches_semana,adultos,ninos,bebes,regimen_alimenticio,pais_origen_cliente,segmento_mercado,canal_reserva,es_huesped_recurrente_historico,total_cancelaciones_previas_cliente,total_reservas_previas_no_canceladas_cliente,tipo_habitacion_reservada,tipo_habitacion_asignada,cambios_en_reserva,agente,compania,dias_en_lista_espera,tipo_cliente_en_reserva,adr,espacios_estacionamiento_requeridos,total_solicitudes_especiales,estado_reserva,fecha_estado_reserva,nombre_completo,email,telefono,tipo_documento_identidad,numero_documento_identidad,fecha_nacimiento
Resort Hotel,1,72,2015,Julio,27,3,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,73.8,0,1,Cancelada,29/06/15,Sebastián Perea Figueras,estela30@example.com,+34 924 91 70 43,DNI,49274884,1955-06-06
Resort Hotel,1,63,2015,Julio,27,3,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,F,0,242.0,,0,Transient,117.0,0,1,Cancelada,13/05/15,Casemiro Bermúdez Colomer,navarroamilcar@example.com,+34 730 36 88 11,Pasaporte,P5256470,1997-08-31
Resort Hotel,0,63,2015,Julio,27,3,2,5,3,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,105.0,,0,Transient,196.54,0,1,Salida,10/07/15,Gil Ramirez Blazquez,,+34 977 574 627,Pasaporte,P6315841,1967-09-17
Resort Hotel,0,101,2015,Julio,27,3,2,5,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,99.3,1,2,Salida,10/07/15,Cesar Páez Aroca,javiercarrera@example.net,+34 945520499,CE,553930422,1962-04-27
Resort Hotel,0,102,2015,Julio,27,3,2,5,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,E,E,0,250.0,,0,Transient,90.95,0,0,Salida,10/07/15,Fanny Arco Cano,olivia54@example.org,+34920587896,Pasaporte,P6197391,1945-04-02
Resort Hotel,0,4,2015,Julio,27,4,2,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,C,0,250.0,,0,Transient,92.67,0,1,Salida,7/07/15,Tomasa Pareja Cánovas,,+34979865816,DNI,58073667,1988-01-22
Resort Hotel,0,98,2015,Julio,27,4,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,8.0,,0,Transient,71.55,1,0,Salida,7/07/15,Trini Rosa María Ferrando Rivera,,+34981 19 77 93,CE,602234565,1976-01-27
Resort Hotel,0,92,2015,Julio,27,4,2,4,1,2.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,F,F,0,241.0,,0,Transient,96.49,0,2,Salida,10/07/15,Anacleto Prat,ubaquero@example.net,+34874202178,DNI,16178989,1950-02-14
Resort Hotel,0,95,2015,Julio,27,4,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient,85.8,1,2,Salida,10/07/15,Amor Viña Leal,irene65@example.com,+34986 48 94 60,DNI,38647242,1960-05-17
Resort Hotel,0,102,2015,Julio,27,4,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,96.3,0,1,Salida,11/07/15,Natividad Manu Zabala Barroso,anselma85@example.org,+34987 07 49 11,Pasaporte,P5783633,1966-03-04
Resort Hotel,1,26,2015,Julio,27,4,2,5,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,163.0,0,0,Cancelada,9/06/15,Jenaro Luz Quero,psegui@example.org,+34 822165318,Pasaporte,P3400521,1967-06-01
Resort Hotel,1,73,2015,Julio,27,4,2,5,3,0.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,0,250.0,,0,Transient,172.0,0,1,Cancelada,20/05/15,Gerardo Planas Herranz,tito90@example.org,+34917357704,DNI,99834549,1987-04-22
Resort Hotel,1,102,2015,Julio,27,4,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,110.7,0,1,Cancelada,22/04/15,Eustaquio Juan Maestre,jsevillano@example.net,+34977 008 299,DNI,10509735,1989-09-16
Resort Hotel,0,115,2015,Julio,27,4,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,134.0,,0,Transient,58.95,0,1,Salida,11/07/15,Toni Barriga Beltran,cesargiron@example.org,+34875 87 60 17,CE,510628512,1980-03-02
Resort Hotel,0,102,2015,Julio,27,4,2,5,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,73.8,0,2,Salida,11/07/15,Manola Blázquez-Villa,sol45@example.com,+34 976272486,CE,538085125,1980-02-11
Resort Hotel,0,86,2015,Julio,27,4,2,5,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,97.0,0,2,Salida,11/07/15,Samuel Murcia Casas,bquintanilla@example.org,+34977 210 784,Pasaporte,P7632496,2003-05-17
Resort Hotel,0,78,2015,Julio,27,4,2,5,2,0.0,1,HB,PRT,Online TA,TA/TO,0,0,0,E,F,0,240.0,,0,Transient,139.0,0,2,Salida,11/07/15,Clementina Plaza Guitart,eligio29@example.com,+34900 032 815,Pasaporte,P3101034,1961-04-12
Resort Hotel,0,52,2015,Julio,27,4,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,147.0,,0,Transient,67.24,0,0,Salida,11/07/15,Vera Pastora Dávila Coronado,franciscacifuentes@example.com,+34874 504 537,DNI,78824728,1976-03-11
Resort Hotel,0,29,2015,Julio,27,4,2,6,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,241.0,,0,Transient,116.5,0,1,Salida,12/07/15,Gilberto Salom Duque,jose-luismunoz@example.com,+34 974 02 27 58,CE,317116330,2000-04-19
Resort Hotel,1,101,2015,Julio,27,4,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,96.3,0,1,Cancelada,12/05/15,Ruth Comas-Cabeza,lparra@example.org,+34984 731 816,CE,964529753,1997-03-14
Resort Hotel,0,109,2015,Julio,27,4,2,6,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,123.0,0,1,Salida,12/07/15,Camilo Angulo Colom,eva47@example.org,+34926444009,CE,564524935,1964-11-03
Resort Hotel,0,92,2015,Julio,27,4,4,6,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,40.0,,0,Contract,71.55,0,1,Salida,14/07/15,Mayte Verdejo-Bertrán,patinowalter@example.net,+34 842940248,Pasaporte,P9182550,1953-07-07
Resort Hotel,0,92,2015,Julio,27,4,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,40.0,,0,Contract,71.55,0,1,Salida,14/07/15,Amanda Fernandez Arcos,florinda33@example.org,+34824 84 66 99,DNI,67053926,2003-12-12
Resort Hotel,0,79,2015,Julio,27,4,4,6,2,1.0,0,HB,PRT,Direct,Direct,0,0,0,D,D,1,250.0,,0,Transient,149.0,0,1,Salida,14/07/15,Quique Moreno-Albero,oarino@example.net,+34 841619743,Pasaporte,P9065852,1965-10-10
Resort Hotel,0,2,2015,Julio,27,4,0,1,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,G,1,240.0,,0,Transient,163.0,1,0,Salida,5/07/15,Eliseo Castrillo Sandoval,xplaza@example.net,+34 981 40 32 37,CE,939828326,1960-07-14
Resort Hotel,0,30,2015,Julio,27,4,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,C,0,8.0,,0,Contract,79.5,0,0,Salida,5/07/15,Chuy Cortés Cepeda,rafael76@example.org,+34 985 74 33 11,Pasaporte,P9220189,1989-03-09
Resort Hotel,1,51,2015,Julio,27,4,0,1,1,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,105.0,0,0,Cancelada,29/05/15,Román Marcio Olmedo Miró,yvalcarcel@example.com,+34 843400531,DNI,10077419,1986-01-18
Resort Hotel,1,36,2015,Julio,27,4,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,G,1,250.0,,0,Transient,123.0,0,0,No-Show,4/07/15,Baltasar Cardona,zmoraleda@example.net,+34828708660,CE,637132886,1966-01-12
Resort Hotel,1,73,2015,Julio,27,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,73.8,0,2,Cancelada,13/05/15,Gisela Vallejo-Villaverde,mcantero@example.net,+34 707 210 030,CE,143908865,1973-03-27
Resort Hotel,1,33,2015,Julio,27,4,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,113.0,0,0,Cancelada,16/06/15,Manola Castelló Uriarte,bernardotomas@example.net,+34986568329,CE,643599448,1968-11-06
Resort Hotel,0,32,2015,Julio,27,4,0,1,4,0.0,0,FB,PRT,Complementary,Direct,0,0,0,H,H,2,,,0,Transient,0.0,0,1,Salida,5/07/15,Lino Español Río,valcarcelagustin@example.org,+34 881 11 75 47,DNI,41735905,1999-11-10
Resort Hotel,0,8,2015,Julio,27,4,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,123.0,0,0,Salida,5/07/15,Marcelino Poza Hervás,rosauralarranaga@example.net,+34 742284626,DNI,43488487,1968-08-03
Resort Hotel,0,100,2015,Julio,27,4,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient-Party,73.8,1,1,Salida,6/07/15,Pedro Iborra-Villanueva,arocaelena@example.com,+34703 286 975,DNI,84192740,1990-11-28
Resort Hotel,0,1,2015,Julio,27,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,114.5,0,0,Salida,6/07/15,Roxana Carbonell Valenciano,victor-manuel08@example.com,+34 703 76 82 95,Pasaporte,P3290231,1975-12-29
Resort Hotel,0,100,2015,Julio,27,4,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient-Party,73.8,0,2,Salida,6/07/15,Herberto Giménez,guardiolapaulina@example.com,+34 923 01 30 41,Pasaporte,P5169980,1983-04-19
Resort Hotel,0,100,2015,Julio,27,4,1,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient-Party,73.8,0,1,Salida,6/07/15,Esmeralda Mora Sales,cmulet@example.net,+34 880 774 316,DNI,84714638,1973-04-19
Resort Hotel,0,9,2015,Julio,28,5,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient,88.2,0,1,Salida,6/07/15,Natalia de Olivares,driera@example.org,+34 986857795,CE,244889761,1956-11-20
Resort Hotel,1,5,2015,Julio,28,5,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,97.0,0,0,Cancelada,1/07/15,Román Alba Bartolomé,,+34 744 47 90 05,CE,711611860,1994-10-22
Resort Hotel,0,0,2015,Julio,28,5,1,0,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,1,306.0,,0,Transient,85.1,0,0,Salida,6/07/15,María Manuela Febe Acuña Galindo,romavito@example.com,+34 844 47 86 30,DNI,30445543,1968-04-29
Resort Hotel,0,9,2015,Julio,28,5,1,0,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,184.0,,0,Transient,89.0,0,0,Salida,6/07/15,Cruz Crespi Criado,arincon@example.net,+34 847 387 398,DNI,45867844,1986-05-26
Resort Hotel,0,2,2015,Julio,28,5,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,240.0,,0,Transient,80.1,0,0,Salida,6/07/15,Nico Amador Pozo,nilocastell@example.net,+34 920 727 119,Pasaporte,P1785174,1980-08-01
Resort Hotel,0,2,2015,Julio,28,5,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,240.0,,0,Transient,98.0,0,0,Salida,6/07/15,Eva de Valderrama,htejera@example.com,+34885194605,CE,966443863,1965-08-02
Resort Hotel,0,9,2015,Julio,28,5,1,0,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,184.0,,0,Transient,101.0,1,0,Salida,6/07/15,Teodora Amaya-Pozuelo,hayala@example.net,+34945 677 764,Pasaporte,P3324215,1984-05-03
Resort Hotel,1,5,2015,Julio,28,5,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,97.0,0,0,Cancelada,1/07/15,Luna Cobo Busquets,,+34 826360270,Pasaporte,P1964915,1996-01-15
Resort Hotel,0,2,2015,Julio,28,5,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,,,0,Transient,167.0,0,1,Salida,6/07/15,Gema Cantón Quintanilla,jose-luis32@example.net,+34 747 04 23 69,CE,952738645,2004-02-12
Resort Hotel,0,44,2015,Julio,28,5,2,0,3,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,3,240.0,,0,Transient,225.0,2,0,Salida,7/07/15,Roberto del Osuna,galabelda@example.org,+34 981423578,Pasaporte,P8946198,1958-10-23
Resort Hotel,0,80,2015,Julio,28,5,2,0,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,240.0,,0,Transient,97.0,1,0,Salida,7/07/15,Raquel Iniesta-Ferrández,madridalba@example.com,+34981 433 629,CE,642750453,1996-05-12
Resort Hotel,0,97,2015,Julio,28,5,2,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,87.3,0,2,Salida,9/07/15,Abilio Cerdán Echeverría,hilario39@example.org,+34900 559 788,DNI,81155237,1976-10-03
Resort Hotel,0,109,2015,Julio,28,5,2,3,2,1.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,0,241.0,,0,Transient,85.59,1,2,Salida,10/07/15,Urbano Revilla Romero,icaballero@example.net,+34800881070,CE,229653474,1952-11-30
Resort Hotel,0,30,2015,Julio,28,5,2,3,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,123.0,0,0,Salida,10/07/15,Iris Bou Barrios,jose-miguelgarmendia@example.com,+34 900 721 808,DNI,75613917,1961-07-12
Resort Hotel,0,64,2015,Julio,28,5,2,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,107.0,0,0,Salida,10/07/15,Gabriel del Maestre,irosell@example.org,+34872 995 210,DNI,85287427,1970-01-29
Resort Hotel,0,39,2015,Julio,28,5,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,163.0,0,0,Salida,11/07/15,Quirino Carro,,+34926 34 75 94,CE,605454262,1964-02-01
Resort Hotel,0,90,2015,Julio,28,5,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,82.0,0,0,Salida,11/07/15,Venceslás Alfaro Amo,nicodemopozo@example.net,+34800 84 59 38,CE,260732208,1982-11-30
Resort Hotel,1,34,2015,Julio,28,5,2,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,240.0,,0,Transient,163.0,0,0,Cancelada,17/06/15,Julián Díaz Rius,olga44@example.net,+34 977 30 99 53,Pasaporte,P5010703,1997-10-15
Resort Hotel,1,93,2015,Julio,28,5,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,15.0,,0,Transient,105.5,0,0,Cancelada,1/05/15,Sancho Acuña Diez,daniela84@example.net,+34 928 056 714,CE,930537831,1973-04-15
Resort Hotel,0,97,2015,Julio,28,5,2,5,2,2.0,0,HB,PRT,Direct,Direct,0,0,0,C,C,1,250.0,,0,Transient,164.2,1,1,Salida,12/07/15,Haydée Reig Oliva,encarnita86@example.net,+34877 56 44 05,Pasaporte,P2023914,2005-09-17
Resort Hotel,0,29,2015,Julio,28,5,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,F,0,241.0,,0,Transient,97.29,0,1,Salida,12/07/15,Griselda Lillo Duarte,redondomaria-jesus@example.org,+34900 45 89 89,Pasaporte,P4294970,1989-01-09
Resort Hotel,1,101,2015,Julio,28,5,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,240.0,,0,Transient,114.0,0,1,Cancelada,30/03/15,Ana Sofía Merino Pazos,cescalona@example.com,+34 849 12 08 85,Pasaporte,P8364515,1963-01-07
Resort Hotel,0,27,2015,Julio,28,5,2,5,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,E,0,175.0,,0,Transient,98.4,0,0,Salida,12/07/15,Dionisia Company Valls,iaragon@example.org,+34828 203 080,Pasaporte,P3730031,1994-08-30
Resort Hotel,0,8,2015,Julio,28,5,4,5,2,2.0,0,BB,CHE,Online TA,TA/TO,0,0,0,H,H,1,240.0,,0,Transient,175.0,1,1,Salida,14/07/15,Natalia Machado Llopis,bfonseca@example.com,+34987079633,DNI,60115782,1986-03-15
Resort Hotel,0,82,2015,Julio,28,5,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,5.0,,0,Transient,63.6,1,2,Salida,15/07/15,Amada Pont Bas,,+34 925 564 107,Pasaporte,P8697761,2006-04-09
Resort Hotel,0,94,2015,Julio,28,5,4,6,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,C,3,,,0,Transient,124.45,1,1,Salida,15/07/15,Benita de Torre,,+34986 755 523,Pasaporte,P4860264,1955-12-07
Resort Hotel,0,110,2015,Julio,28,5,4,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,40.0,,0,Contract,110.7,0,0,Salida,16/07/15,Haydée Delgado Tomas,mateosana-sofia@example.com,+34 986 62 48 49,Pasaporte,P5465999,1946-05-17
Resort Hotel,0,96,2015,Julio,28,5,4,10,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,40.0,,0,Contract,74.07,0,0,Salida,19/07/15,Amancio Font Manzano,franciscauribe@example.org,+34977 964 210,CE,425209837,1994-07-08
Resort Hotel,0,79,2015,Julio,28,5,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,243.0,,0,Contract,134.1,0,0,Salida,19/07/15,Fortunato Salinas Martín,jgamez@example.com,+34727 80 93 09,CE,683640521,2000-01-04
Resort Hotel,0,115,2015,Julio,28,6,1,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,1,240.0,,0,Transient,167.0,0,0,Salida,11/07/15,Berta María Ángeles Grau Cobos,cesteban@example.org,+34984 320 391,CE,840293866,1991-05-08
Resort Hotel,0,111,2015,Julio,28,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient,123.0,0,2,Salida,10/07/15,Maristela Reyes Vilanova Soler,sandra88@example.org,+34 944 517 131,Pasaporte,P2327700,1982-01-31
Resort Hotel,0,51,2015,Julio,28,6,1,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,241.0,,0,Transient,117.81,1,2,Salida,10/07/15,Aarón Bello Ramirez,leandra07@example.com,+34 871 331 236,DNI,99230446,1961-01-26
Resort Hotel,0,94,2015,Julio,28,6,1,3,3,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,96.0,,0,Transient,171.32,0,1,Salida,10/07/15,Jose Ramón Sarmiento,baenapedro@example.org,+34942 88 18 21,Pasaporte,P2516894,1961-07-09
Resort Hotel,0,81,2015,Julio,28,6,1,3,2,2.0,0,HB,CHE,Direct,Direct,0,0,0,G,G,0,250.0,,0,Transient,210.0,1,0,Salida,10/07/15,Ágata Blanca,miguelximena@example.org,+34973 73 85 53,Pasaporte,P3764950,1991-06-21
Resort Hotel,0,84,2015,Julio,28,6,1,3,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,240.0,,0,Transient,97.0,0,2,Salida,10/07/15,Álvaro Segovia,ripollmodesta@example.org,+34 927 882 222,Pasaporte,P6733337,1987-05-08
Resort Hotel,0,51,2015,Julio,28,6,1,3,3,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,G,G,0,241.0,,0,Transient,117.81,0,2,Salida,10/07/15,Corona Llobet Frutos,bibiana22@example.org,+34 874 39 95 23,DNI,83048724,2006-08-20
Resort Hotel,0,111,2015,Julio,28,6,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,H,0,240.0,,0,Transient,0.0,0,2,Salida,6/07/15,Chucho Maldonado Gutierrez,,+34707 995 408,CE,995701275,1972-12-17
Resort Hotel,0,0,2015,Julio,28,6,0,0,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,H,0,250.0,,0,Transient,0.0,0,0,Salida,6/07/15,Modesta Vall,ycastells@example.com,+34 976211667,Pasaporte,P6104359,1960-10-06
Resort Hotel,0,2,2015,Julio,28,6,1,0,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,E,0,,,0,Transient,131.0,0,0,Salida,7/07/15,Cebrián Verdugo Valencia,,+34 841 549 357,Pasaporte,P1220576,1981-01-22
Resort Hotel,0,7,2015,Julio,28,6,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,240.0,,0,Transient,98.0,0,2,Salida,8/07/15,Gabriel Pomares-Cerezo,romalorenza@example.net,+34842 05 22 77,Pasaporte,P2862955,1949-03-11
Resort Hotel,0,98,2015,Julio,28,6,1,1,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,F,0,240.0,,0,Transient,87.3,1,1,Salida,8/07/15,Fito Novoa-Ribes,giselamolins@example.com,+34 945 45 73 66,Pasaporte,P1519026,2003-10-16
Resort Hotel,0,95,2015,Julio,28,6,1,2,2,0.0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,97.0,0,1,Salida,9/07/15,Melisa Villar,,+34 848 117 029,Pasaporte,P5892910,1964-11-07
Resort Hotel,1,48,2015,Julio,28,6,1,3,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,167.0,0,0,Cancelada,3/06/15,Marita Peiró Zabala,noemi09@example.net,+34 947 845 616,CE,780135120,1970-01-17
Resort Hotel,0,66,2015,Julio,28,6,1,3,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,175.0,,0,Transient,91.5,0,0,Salida,10/07/15,Alba Lucena Diez,jcarlos@example.com,+34980 05 90 28,CE,833813068,1951-05-26
Resort Hotel,0,104,2015,Julio,28,6,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,240.0,,0,Transient,73.8,0,1,Salida,10/07/15,Oriana del Sánchez,nidia93@example.org,+34847912029,DNI,96718393,1991-04-01
Resort Hotel,0,28,2015,Julio,28,6,1,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,240.0,,0,Transient,123.0,0,0,Salida,11/07/15,Duilio Marquez Mateo,amadorbenigna@example.net,+34 800542220,CE,606929256,1980-08-30
Resort Hotel,0,34,2015,Julio,28,6,1,4,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,0,250.0,,0,Transient,175.0,1,0,Salida,11/07/15,Reyes Alba Aparicio,isuarez@example.org,+34921403051,DNI,14290390,1982-03-03
Resort Hotel,0,98,2015,Julio,28,6,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient,117.8,1,1,Salida,12/07/15,Jorge Ródenas,gonzalezjoel@example.org,+34 803 53 35 21,CE,888560289,1951-12-23
Resort Hotel,0,104,2015,Julio,28,6,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,240.0,,0,Transient,117.63,0,0,Salida,12/07/15,Edgardo Rosales Morillo,zlago@example.org,+34 883 78 38 44,CE,902908937,1955-06-12
Resort Hotel,0,68,2015,Julio,28,6,2,5,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,G,0,240.0,,0,Transient,185.0,0,0,Salida,13/07/15,Rosario Elorza Córdoba,hcalderon@example.org,+34902832377,DNI,99642549,1977-07-16
Resort Hotel,1,86,2015,Julio,28,6,2,5,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,175.0,,0,Transient,71.0,0,1,Cancelada,26/06/15,Luis Ángel Falcó Fuertes,,+34720791322,DNI,43614647,1962-10-02
Resort Hotel,0,258,2015,Julio,28,6,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,2.0,,0,Contract,47.25,0,0,Salida,13/07/15,Guadalupe Estevez Ferrán,,+34 900 35 23 54,Pasaporte,P2421384,1993-05-24
Resort Hotel,0,111,2015,Julio,28,6,3,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,C,0,240.0,,0,Transient,151.0,0,1,Salida,14/07/15,Cirino Espinosa Huguet,,+34972104779,Pasaporte,P2670072,1945-07-21
Resort Hotel,1,94,2015,Julio,28,6,3,7,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,240.0,,0,Transient,87.3,0,0,Cancelada,14/05/15,Jose Miguel Robledo Garcia,javieracarballo@example.org,+34975 550 531,DNI,89453896,1995-08-05
Resort Hotel,0,112,2015,Julio,28,6,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,242.0,,0,Transient,120.6,0,1,Salida,16/07/15,Severino Perea Rubio,loidavazquez@example.net,+34984967903,CE,689210837,1964-03-29
Resort Hotel,0,100,2015,Julio,28,6,3,7,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,1,241.0,,0,Transient,63.86,0,1,Salida,16/07/15,Pía Acuña Gomis,poncio28@example.com,+34885 448 374,CE,715042605,1971-07-18
Resort Hotel,0,33,2015,Julio,28,6,3,7,2,0.0,0,HB,PRT,Direct,Direct,0,0,0,F,F,5,250.0,,0,Transient,157.1,0,1,Salida,16/07/15,Geraldo Roldán Pina Carlos,barodebora@example.org,+34823935112,Pasaporte,P5760845,1953-04-04
Resort Hotel,0,97,2015,Julio,28,6,3,7,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,156.0,,0,Contract,91.37,0,2,Salida,16/07/15,Aitor Palomares-Sanchez,jose-manuelamaya@example.net,+34 977 415 115,CE,565500409,1959-02-05
Resort Hotel,0,80,2015,Julio,28,6,3,8,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,,,0,Transient,73.0,0,0,Salida,17/07/15,Andrés Felipe Vallés Barrena,bnebot@example.org,+34815 097 117,CE,187956358,1987-02-17
Resort Hotel,0,90,2015,Julio,28,6,4,10,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,8.0,,0,Contract,110.7,0,0,Salida,20/07/15,Victorino Miralles Vendrell,,+34 976814183,CE,545509964,1994-05-22
Resort Hotel,0,111,2015,Julio,28,6,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,40.0,,0,Contract,93.6,0,0,Salida,20/07/15,Carmelo Perales Salvador,saroca@example.org,+34 941 210 631,CE,103681428,1980-10-22
